BSR21002, AVBOB INFORMATION SERVICES - PRODUCTION,11-08-05
.,OMSET SYFERS PER AGENTSKAP VIR TYDPERK VAN,201107,TOT,201107
Agentskap naam,Totale omset,Begrafnisse aantal,Begrafnisse waarde,Grafstene aantal,Grafstene waarde,Kiste aantal,Kiste waarde,Kranse aantal,Kranse waarde,Vars blom aantal,Vars blom waarde,Versekering aantal,Versekering waarde,Komm ontvang aantal,Komm ontvang waarde
PREVIOUS YEAR,225442,15,164667,0,0,17,54035,90,6740,0,0,5,7751,31754,5933
DEVIATION,20720,0,147,0,0,0,16789,-52,-3416,10,7200,2,13230,490,1181
DEVIATION%,9,0,0,0,0,0,31,-58,-51,0,0,40,171,2,20
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,246162,15,164814,0,0,17,70825,38,3323,10,7200,7,20980,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,TZANEEN-224
CURRENT YEAR,229300,16,147387,1,6496,21,60807,58,7010,10,7600,5,5280,34938,484
PREVIOUS YEAR,297136,17,190037,5,45044,17,44579,99,6217,14,11260,10,16629,41160,9501
DEVIATION,-67836,-1,-42650,-4,-38547,4,16228,-41,793,-4,-3660,-5,-11349,-6221,-9017
DEVIATION%,-23,-6,-22,-80,-86,24,36,-41,13,-29,-33,-50,-68,-15,-95
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,229300,16,147387,1,6496,21,60807,58,7010,10,7600,5,5280,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,PRETORIA MOOT-480
CURRENT YEAR,219070,24,157359,0,0,36,50202,8,850,13,10660,8,21470,16621,5797
PREVIOUS YEAR,173635,24,132971,1,3452,36,25127,8,835,15,11250,3,7201,12780,1993
DEVIATION,45435,0,24387,-1,-3452,0,25075,0,15,-2,-590,5,14269,3842,3804
DEVIATION%,26,0,18,-100,-100,0,100,0,2,-13,-5,167,198,30,191
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,219070,24,157359,0,0,36,50202,8,850,13,10660,8,21470,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,CENTURION-58
CURRENT YEAR,215341,21,140182,1,4342,30,49795,7,622,16,20400,3,9600,15958,575
PREVIOUS YEAR,132290,13,101317,0,0,21,17993,7,851,9,12130,0,0,8338,0
DEVIATION,83051,8,38866,1,4342,9,31802,0,-229,7,8270,3,9600,7620,575
DEVIATION%,63,62,38,0,0,43,177,0,-27,78,68,0,0,91,0
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,215341,21,140182,1,4342,30,49795,7,622,16,20400,3,9600,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,GROBLERSDAL-74
CURRENT YEAR,215148,17,169873,1,8756,17,33039,33,3480,17,0,5,7074,38001,5855
PREVIOUS YEAR,128133,12,78815,3,29701,9,14048,46,5368,6,200,5,5886,25802,5881
DEVIATION,87015,5,91058,-2,-20945,8,18991,-13,-1889,11,-200,0,1188,12199,-26
DEVIATION%,68,42,116,-67,-71,89,135,-28,-35,183,-100,0,20,47,0
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,215148,17,169873,1,8756,17,33039,33,3480,17,0,5,7074,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,BRONKHORSTSPRUIT 1-22
CURRENT YEAR,189514,16,159963,0,0,17,28627,13,925,14,0,0,0,10656,0
PREVIOUS YEAR,124335,7,79397,1,14175,8,24557,15,2756,5,3450,0,0,18034,99
DEVIATION,65179,9,80566,-1,-14175,9,4070,-2,-1832,9,-3450,0,0,-7378,-99
DEVIATION%,52,129,101,-100,-100,113,17,-13,-66,180,-100,0,0,-41,-100
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,189514,16,159963,0,0,17,28627,13,925,14,0,0,0,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,BURGERSFORT-17
CURRENT YEAR,188113,13,120992,1,6202,14,52246,22,3374,5,5300,36,71468,27776,23979
PREVIOUS YEAR,148007,15,105078,0,0,15,34825,33,4904,4,3200,36,74584,27300,40664
DEVIATION,40107,-2,15915,1,6202,-1,17421,-11,-1531,1,2100,0,-3115,476,-16685
DEVIATION%,27,-13,15,0,0,-7,50,-33,-31,25,66,0,-4,2,-41
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,188113,13,120992,1,6202,14,52246,22,3374,5,5300,36,71468,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,BRITS-21
CURRENT YEAR,182003,16,139922,0,0,16,28800,54,5781,9,7500,15,23218,29065,11020
PREVIOUS YEAR,115116,12,75605,0,0,13,29333,18,2878,7,7300,23,34287,18848,18738
DEVIATION,66887,4,64317,0,0,3,-533,36,2903,2,200,-8,-11069,10218,-7718
DEVIATION%,58,33,85,0,0,23,-2,200,101,29,3,-35,-32,54,-41
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,182003,16,139922,0,0,16,28800,54,5781,9,7500,15,23218,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,WITBANK-267
CURRENT YEAR,181039,17,121537,1,9175,24,39583,27,5954,6,4790,38,55486,26425,5922
PREVIOUS YEAR,127141,10,67739,4,35428,17,16833,35,4141,4,3000,20,34629,15141,12218
DEVIATION,53898,7,53798,-3,-26253,7,22750,-8,1813,2,1790,18,20857,11284,-6296
DEVIATION%,42,70,79,-75,-74,41,135,-23,44,50,60,90,60,75,-52
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,181039,17,121537,1,9175,24,39583,27,5954,6,4790,38,55486,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,MAMELODI-495
CURRENT YEAR,132023,12,108136,1,5722,8,13816,9,1681,7,2668,33,57120,21408,20707
PREVIOUS YEAR,204581,18,148436,1,8400,16,40895,15,1648,12,5202,30,53997,27598,20971
DEVIATION,-72558,-6,-40300,0,-2678,-8,-27079,-6,33,-5,-2534,3,3123,-6190,-264
DEVIATION%,-35,-33,-27,0,-32,-50,-66,-40,2,-42,-49,10,6,-22,-1
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,132023,12,108136,1,5722,8,13816,9,1681,7,2668,33,57120,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,PTA KLIENTE DIENS-444
CURRENT YEAR,126840,9,76241,2,28377,9,20390,0,0,3,1832,38,56562,5636,29487
PREVIOUS YEAR,63329,7,51659,1,1148,6,10180,0,0,1,342,59,100372,2196,50824
DEVIATION,63512,2,24582,1,27229,3,10211,0,0,2,1490,-21,-43811,3439,-21337
DEVIATION%,100,29,48,100,2372,50,100,0,0,200,436,-36,-44,157,-42
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,126840,9,76241,2,28377,9,20390,0,0,3,1832,38,56562,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,LOUIS TRICHARDT-519
CURRENT YEAR,122013,8,69950,2,3124,10,38768,45,6671,7,3500,0,0,14590,174
PREVIOUS YEAR,194781,20,135498,0,0,20,41715,107,10289,14,7280,0,0,29458,317
DEVIATION,-72768,-12,-65547,2,3124,-10,-2947,-62,-3617,-7,-3780,0,0,-14868,-143
DEVIATION%,-37,-60,-48,0,0,-50,-7,-58,-35,-50,-52,0,0,-50,-45
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,122013,8,69950,2,3124,10,38768,45,6671,7,3500,0,0,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,POTGIETERSRUS-183
CURRENT YEAR,104014,7,64744,1,11232,8,16092,48,5145,7,6800,14,26008,15517,10196
PREVIOUS YEAR,98500,11,61214,4,17017,9,9706,54,5650,7,4914,12,14267,20844,10847
DEVIATION,5514,-4,3531,-3,-5784,-1,6386,-6,-505,0,1887,2,11740,-5328,-651
DEVIATION%,6,-36,6,-75,-34,-11,66,-11,-9,0,38,17,82,-26,-6
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,104014,7,64744,1,11232,8,16092,48,5145,7,6800,14,26008,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,NABOOMSPRUIT-154
CURRENT YEAR,97857,10,68471,1,6611,12,15667,16,1658,7,5450,12,35751,13326,9349
PREVIOUS YEAR,61865,8,34948,4,15743,5,7426,24,1748,2,2000,4,4304,9864,993
DEVIATION,35992,2,33523,-3,-9132,7,8241,-8,-91,5,3450,8,31447,3462,8356
DEVIATION%,58,25,96,-75,-58,140,111,-33,-5,250,173,200,731,35,842
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,97857,10,68471,1,6611,12,15667,16,1658,7,5450,12,35751,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current year,6246946,565,4293276,38,230420,631,1335082,738,107162,338,281006,340,614854,922768,249219
Previous year,5500150,575,3785979,49,280830,616,1110767,885,94007,281,228568,361,644888,851332,301430
Deviation,746796,-10,507298,-11,-50410,15,224315,-147,13156,57,52438,-21,-30035,71436,-52211
Deviation%,14,-2,13,-22,-18,2,20,-17,14,20,23,-6,-5,8,-17
Target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deviation,6246946,565,4293276,38,230420,631,1335082,738,107162,338,281006,340,614854,0,0
Deviation%,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
