BSR21002, AVBOB INFORMATION SERVICES - PRODUCTION,11-07-07
.,OMSET SYFERS PER AGENTSKAP VIR TYDPERK VAN,201007,TOT,201106
Agentskap naam,Totale omset,Begrafnisse aantal,Begrafnisse waarde,Grafstene aantal,Grafstene waarde,Kiste aantal,Kiste waarde,Kranse aantal,Kranse waarde,Vars blom aantal,Vars blom waarde,Versekering aantal,Versekering waarde,Komm ontvang aantal,Komm ontvang waarde
Afwyking,520086,-48,536722,3,-3946,-30,-13260,317,-18463,-50,19034,391,763562,0,0
Afwyking %,7,-7,11,4,-1,-4,-1,24,-11,-11,4,0,0,0,0
2,NELSPRUIT - 156
Huidige jaar,4543287,392,3066033,16,92216,419,1092752,411,82299,268,209986,75,118746,785868,50193
Vorige jaar,4997553,455,3362524,22,127915,479,1173351,433,82281,332,251482,56,97073,795648,46853
Afwyking,-454266,-63,-296491,-6,-35699,-60,-80599,-22,19,-64,-41496,19,21673,-9781,3340
Afwyking %,-9,-14,-9,-27,-28,-13,-7,-5,0,-19,-17,34,22,-1,7
Doelwit,5351819,525,3530648,38,143264,537,1314152,513,92155,332,271601,0,0,0,0
Afwyking,-808532,-133,-464615,-22,-51048,-118,-221400,-102,-9855,-64,-61615,75,118746,0,0
Afwyking %,-15,-25,-13,-58,-36,-22,-17,-20,-11,-19,-23,0,0,0,0
3,TZANEEN - 224
Huidige jaar,2635104,199,1759122,16,106258,206,591695,766,78484,134,99546,83,137389,407388,65821
Vorige jaar,2819051,229,1905657,15,96398,249,632686,834,91010,151,93300,122,206871,423931,75162
Afwyking,-183947,-30,-146535,1,9860,-43,-40991,-68,-12526,-17,6246,-39,-69482,-16543,-9341
Afwyking %,-7,-13,-8,7,10,-17,-6,-8,-14,-11,7,-32,-34,-4,-12
Doelwit,3020210,253,2000939,22,107966,261,708609,746,101932,186,100764,0,0,0,0
Afwyking,-385106,-54,-241817,-6,-1708,-55,-116915,20,-23448,-52,-1218,83,137389,0,0
Afwyking %,-13,-21,-12,-27,-2,-21,-16,3,-23,-28,-1,0,0,0,0
4,LOUIS TRICHARDT - 519,Opgegradeer 19992000
Huidige jaar,2439879,220,1623535,16,93703,217,549178,907,94448,147,79015,0,0,383914,7572
Vorige jaar,2648440,241,1795429,19,118096,258,536282,1138,105914,182,92719,0,0,383299,8273
Afwyking,-208561,-21,-171894,-3,-24393,-41,12896,-231,-11466,-35,-13704,0,0,615,-701
Afwyking %,-8,-9,-10,-16,-21,-16,2,-20,-11,-19,-15,0,0,0,-8
Doelwit,2836863,226,1885200,24,132268,250,600636,1264,118623,174,100137,0,0,0,0
Afwyking,-396984,-6,-261666,-8,-38564,-33,-51458,-357,-24174,-27,-21122,0,0,0,0
Afwyking %,-14,-3,-14,-33,-29,-13,-9,-28,-20,-16,-21,0,0,0,0
5,GROBLERSDAL - 74,Opgegradeer 19981999
Huidige jaar,1910016,230,1514478,12,76340,167,283979,389,34603,114,616,75,132160,348542,98447
Vorige jaar,1519265,145,1178671,4,19604,145,284693,478,36051,101,247,62,111368,299071,84423
Afwyking,390750,85,335808,8,56736,22,-714,-89,-1449,13,370,13,20791,49471,14024
Afwyking %,26,59,28,200,289,15,0,-19,-4,13,150,21,19,17,17
Doelwit,1619060,198,1237605,7,21957,194,318854,505,40378,161,267,0,0,0,0
Afwyking,290956,32,276874,5,54383,-27,-34875,-116,-5776,-47,350,75,132160,0,0
Afwyking %,18,16,22,71,248,-14,-11,-23,-14,-29,131,0,0,0,0
6,GIYANI - 76
Huidige jaar,1875759,123,1185124,5,32173,141,538209,675,59157,71,61095,80,185602,252315,88480
Vorige jaar,1435729,117,944526,7,46186,175,391476,680,51741,2,1800,97,183101,130968,85995
Afwyking,440030,6,240598,-2,-14012,-34,146734,-5,7416,69,59295,-17,2501,121347,2486
Afwyking %,31,5,25,-29,-30,-19,37,-1,14,3450,3294,-18,1,93,3
Doelwit,1541831,118,991753,5,51728,215,438453,742,57952,64,1944,0,0,0,0
Afwyking,333928,5,193371,0,-19555,-74,99756,-67,1205,7,59151,80,185602,0,0
Afwyking %,22,4,19,0,-38,-34,23,-9,2,11,3043,0,0,0,0
7,POTGIETERSRUS - 183,Opgegradeer 19971998
Huidige jaar,1646028,149,1156523,8,29852,142,287952,694,77668,93,94034,143,232618,296320,120236
Vorige jaar,1577474,149,1111892,10,32739,152,267810,653,62894,94,102140,208,332340,266137,144121
Afwyking,68554,0,44631,-2,-2888,-10,20142,41,14774,-1,-8106,-65,-99722,30183,-23885
Afwyking %,4,0,4,-20,-9,-7,8,6,23,-1,-8,-31,-30,11,-17
Doelwit,1684856,162,1167488,8,36668,162,299947,531,70442,110,110311,0,0,0,0
Afwyking,-38828,-13,-10965,0,-6816,-20,-11996,163,7225,-17,-16277,143,232618,0,0
Afwyking %,-2,-8,-1,0,-19,-12,-4,31,10,-15,-15,0,0,0,0
8,BURGERSFORT - 17
Huidige jaar,1523158,143,1067490,12,76541,144,295637,326,46936,46,36554,368,666416,254505,310284
Vorige jaar,1274274,146,931522,6,40037,143,237466,366,40538,32,24710,229,416815,223804,169742
Afwyking,248885,-3,135968,6,36504,1,58171,-40,6398,14,11844,139,249601,30701,140542
Afwyking %,20,-2,15,100,91,1,24,-11,16,44,48,61,60,14,83
Doelwit,1360993,134,978098,10,44842,138,265963,415,45404,34,26687,0,0,0,0
Afwyking,162165,9,89392,2,31699,6,29674,-89,1532,12,9868,368,666416,0,0
Afwyking %,12,7,9,20,71,4,11,-21,3,35,37,0,0,0,0
9,NABOOMSPRUIT - 154
Huidige jaar,654756,85,461882,13,50869,88,98279,242,21175,25,22550,54,96511,100310,26716
Vorige jaar,708774,87,498644,9,23230,103,133378,300,17872,41,35650,22,34229,56065,11143
Afwyking,-54018,-2,-36762,4,27640,-15,-35100,-58,3304,-16,-13100,32,62281,44245,15573
Afwyking %,-8,-2,-7,44,119,-15,-26,-19,18,-39,-37,145,182,79,140
Doelwit,757494,96,523576,7,26018,100,149382,220,20016,50,38502,0,0,0,0
Afwyking,-102738,-11,-61694,6,24852,-12,-51104,22,1160,-25,-15952,54,96511,0,0
Afwyking %,-14,-11,-12,86,96,-12,-34,10,6,-50,-41,0,0,0,0
Afwyking %,-14,-11,-12,86,96,-12,-34,10,6,-50,-41,0,0,0,0
Huidige jaar,25429138,2176,17186451,181,1019988,2165,5446108,6069,651332,1308,1125259,1269,2333003,4068491,1084833
Vorige jaar,24141925,2158,16315097,170,920262,2321,5194364,6524,644574,1314,1067628,1136,2029869,3555251,902218
Afwyking,1287214,18,871355,11,99725,-156,251744,-455,6759,-6,57631,133,303134,513241,182615
Afwyking %,5,1,5,6,11,-7,5,-7,1,0,5,12,15,14,20
Doelwit,25854192,2395,17130850,201,1030691,2528,5817685,6278,721926,1571,1153041,0,0,0,0
Afwyking,-425054,-219,55602,-20,-10703,-363,-371577,-209,-70594,-263,-27781,1269,2333003,0,0
Afwyking %,-2,-9,0,-10,-1,-14,-6,-3,-10,-17,-2,0,0,0,0
1,MAFIKENG - 140
Huidige jaar,1655289,179,1070698,15,69843,164,420869,489,34696,123,59184,112,133080,173768,34737
Vorige jaar,2014519,221,1247812,26,153386,209,461013,941,48246,141,104062,218,287533,286338,74930
Afwyking,-359230,-42,-177114,-11,-83543,-45,-40145,-452,-13550,-18,-44878,-106,-154453,-112570,-40193
Afwyking %,-18,-19,-14,-42,-54,-22,-9,-48,-28,-13,-43,-49,-54,-39,-54
Doelwit,2164753,278,1310202,34,171793,258,516337,1140,54034,163,112387,0,0,0,0
Afwyking,-509464,-99,-239504,-19,-101951,-94,-95468,-651,-19339,-40,-53203,112,133080,0,0
Afwyking %,-24,-36,-18,-56,-59,-36,-18,-57,-36,-25,-47,0,0,0,0
2,UPINGTON - 112
Huidige jaar,1630285,174,998563,29,206772,220,328114,306,41148,107,55688,203,331837,257784,145446
Vorige jaar,1434329,150,859165,26,183208,223,301464,557,42762,97,47730,43,68347,214732,91533
Afwyking,195956,24,139398,3,23564,-3,26650,-251,-1614,10,7958,160,263490,43053,53913
Afwyking %,14,16,16,12,13,-1,9,-45,-4,10,17,372,386,20,59
Doelwit,1544400,179,902123,35,205195,222,337641,445,47892,118,51548,0,0,0,0
Afwyking,85885,-5,96440,-6,1577,-2,-9527,-139,-6744,-11,4140,203,331837,0,0
Afwyking %,6,-3,11,-17,1,-1,-3,-31,-14,-9,8,0,0,0,0
3,KURUMAN - 119
Huidige jaar,1313609,119,730950,35,215349,126,274469,319,31255,80,61586,118,190455,207095,73431
Vorige jaar,1237132,136,713504,30,186854,151,235925,399,30528,90,70321,26,37950,204476,61082
Afwyking,76477,-17,17446,5,28495,-25,38544,-80,727,-10,-8735,92,152505,2619,12348
Afwyking %,6,-13,2,17,15,-17,16,-20,2,-11,-12,354,402,1,20
Doelwit,1332834,148,749180,37,209279,173,264236,509,34192,104,75947,0,0,0,0
Afwyking,-19225,-29,-18230,-2,6070,-47,10233,-190,-2938,-24,-14361,118,190455,0,0
Afwyking %,-1,-20,-2,-5,3,-27,4,-37,-9,-23,-19,0,0,0,0
4,HARTSWATER 1 - 31,Opgegradeer 19981999
Huidige jaar,1292065,150,905779,16,43051,164,254535,718,38387,105,50312,285,417198,116836,128421
Vorige jaar,1249703,123,669742,50,234283,123,229816,1111,58495,101,57368,179,247232,192860,101775
Afwyking,42362,27,236037,-34,-191232,41,24719,-393,-20107,4,-7055,106,169966,-76024,26646
Afwyking %,3,22,35,-68,-82,33,11,-35,-34,4,-12,59,69,-39,26
Doelwit,1350493,171,703230,50,262397,180,257395,987,65514,130,61956,0,0,0,0
Afwyking,-58428,-21,202549,-34,-219346,-16,-2860,-269,-27127,-25,-11644,285,417198,0,0
Afwyking %,-4,-12,29,-68,-84,-9,-1,-27,-41,-19,-19,0,0,0,0
5,VRYBURG - 247
Huidige jaar,726227,70,398149,22,143047,76,149145,324,34988,52,900,67,139239,146188,56368
Vorige jaar,759803,82,450862,17,86932,87,187143,508,32471,69,2394,49,86673,149151,35766
Afwyking,-33575,-12,-52714,5,56115,-11,-37999,-184,2517,-17,-1494,18,52566,-2963,20601
Afwyking %,-4,-15,-12,29,65,-13,-20,-36,8,-25,-62,37,61,-2,58
Doelwit,819386,79,473404,17,97365,80,209600,517,36366,62,2650,0,0,0,0
Afwyking,-93159,-9,-75256,5,45682,-4,-60456,-193,-1379,-10,-1750,67,139239,0,0
Afwyking %,-11,-11,-16,29,47,-5,-29,-37,-4,-16,-66,0,0,0,0
6,SCHWEIZER RENEKE - 200
Huidige jaar,663654,79,422556,3,28835,94,159406,583,36794,40,16063,29,32925,81324,31270
Vorige jaar,557952,68,302011,13,70870,71,134501,558,22505,48,28065,133,152615,91164,51729
Afwyking,105701,11,120545,-10,-42035,23,24905,25,14288,-8,-12002,-104,-119690,-9840,-20459
Afwyking %,19,16,40,-77,-59,32,19,4,63,-17,-43,-78,-78,-11,-40
Doelwit,602644,98,317113,17,79376,108,150640,458,25206,51,30310,0,0,0,0
Afwyking,61010,-19,105444,-14,-50540,-14,8766,125,11588,-11,-14248,29,32925,0,0
Afwyking %,10,-19,33,-82,-64,-13,6,27,46,-22,-47,0,0,0,0
7,DELAREYVILLE - 201
Huidige jaar,542598,59,330668,13,60844,51,112811,792,32451,30,5824,79,124202,101719,22533
Vorige jaar,493157,50,262614,5,37228,48,146772,978,38571,40,7972,42,72972,82983,21120
Afwyking,49442,9,68053,8,23616,3,-33961,-186,-6119,-10,-2148,37,51230,18736,1413
Afwyking %,10,18,26,160,63,6,-23,-19,-16,-25,-27,88,70,23,7
Doelwit,535493,51,275745,8,41697,51,164385,962,43200,34,10467,0,0,0,0
Afwyking,7105,8,54923,5,19148,0,-51573,-170,-10748,-4,-4643,79,124202,0,0
Afwyking %,1,16,20,63,46,0,-31,-18,-25,-12,-44,0,0,0,0
8,POSTMASBURG - 182
Huidige jaar,480769,40,295295,22,96944,57,68329,211,14448,28,5753,43,61656,75474,21003
Vorige jaar,464705,43,276105,21,73760,55,76207,326,19277,25,19355,7,12952,61030,21152
Afwyking,16064,-3,19190,1,23184,2,-7878,-115,-4829,3,-13602,36,48705,14444,-149
Afwyking %,3,-7,7,5,31,4,-10,-35,-25,12,-70,514,376,24,-1
Doelwit,500368,31,289909,9,82612,39,85354,245,21589,18,20903,0,0,0,0
Afwyking,-19599,9,5386,13,14332,18,-17025,-34,-7141,10,-15151,43,61656,0,0
Afwyking %,-4,29,2,144,17,46,-20,-14,-33,56,-72,0,0,0,0
9,WOLMARANSSTAD - 264
Huidige jaar,403990,52,253665,20,42661,55,87219,270,15914,35,4530,28,34220,81911,9077
Vorige jaar,394179,53,247159,7,39778,55,86882,347,14402,34,5958,33,38834,66095,9493
Afwyking,9811,-1,6506,13,2883,0,338,-77,1512,1,-1428,-5,-4614,15815,-416
Afwyking %,2,-2,3,186,7,0,0,-22,10,3,-24,-15,-12,24,-4
Doelwit,423939,64,259518,10,44550,67,97306,302,16130,37,6435,0,0,0,0
Afwyking,-19949,-12,-5853,10,-1889,-12,-10086,-32,-216,-2,-1905,28,34220,0,0
Afwyking %,-5,-19,-2,100,-4,-18,-10,-11,-1,-5,-30,0,0,0,0
10,CHRISTIANA - 30
Huidige jaar,401908,52,272088,5,25119,70,74382,442,19696,31,10624,39,46820,50741,19200
Vorige jaar,184790,32,114674,3,6260,38,48009,342,13327,3,2520,26,29604,20207,5412
Afwyking,217118,20,157414,2,18859,32,26373,100,6368,28,8104,13,17216,30534,13788
Afwyking %,117,63,137,67,301,84,55,29,48,933,322,50,58,151,255
Doelwit,198837,43,120408,6,7011,52,53769,441,14927,6,2722,0,0,0,0
Afwyking,203071,9,151680,-1,18108,18,20613,1,4768,25,7902,39,46820,0,0
Afwyking %,102,21,126,-17,258,35,38,0,32,417,290,0,0,0,0
11,WARRENTON - 261 200909
Huidige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorige jaar,23773,2,14780,2,3929,3,2673,53,2042,1,350,0,0,1917,-3325
Afwyking,-23773,-2,-14780,-2,-3929,-3,-2673,-53,-2042,-1,-350,0,0,-1917,3325
Afwyking %,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0,0,-100,-100
Doelwit,25579,15,15519,7,4401,18,2994,244,2287,12,378,0,0,0,0
Afwyking,-25579,-15,-15519,-7,-4401,-18,-2994,-244,-2287,-12,-378,0,0,0,0
Afwyking %,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0,0,0,0
Afwyking %,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0,0,0,0
Huidige jaar,9110394,974,5678411,180,932465,1077,1929278,4454,299776,631,270463,1003,1511633,1292841,541485
Vorige jaar,8814042,960,5158429,200,1076489,1063,1910405,6120,322625,649,346095,756,1034712,1370952,470667
Afwyking,296352,14,519982,-20,-144023,14,18874,-1666,-22849,-18,-75631,247,476921,-78111,70818
Afwyking %,3,1,10,-10,-13,1,1,-27,-7,-3,-22,33,46,-6,15
Doelwit,9498726,1157,5416351,230,1205676,1248,2139656,6250,361339,735,375704,0,0,0,0
Afwyking,-388332,-183,262060,-50,-273211,-171,-210378,-1796,-61563,-104,-105241,1003,1511633,0,0
Afwyking %,-4,-16,5,-22,-23,-14,-10,-29,-17,-14,-28,0,0,0,0
1,GEORGE - 79,Opgegradeer 19981999
Huidige jaar,2372158,460,1859239,14,55657,580,393589,231,26752,97,36920,512,623788,387011,181361
Vorige jaar,2355936,555,1681150,23,96649,658,508244,487,33034,114,36858,419,517795,437252,162948
Afwyking,16222,-95,178089,-9,-40992,-78,-114655,-256,-6283,-17,62,93,105993,-50241,18413
Afwyking %,1,-17,11,-39,-42,-12,-23,-53,-19,-15,0,22,20,-11,11
Doelwit,2519495,582,1765210,32,108248,680,569232,640,36998,146,39807,0,0,0,0
Afwyking,-147337,-122,94030,-18,-52591,-100,-175643,-409,-10246,-49,-2887,512,623788,0,0
Afwyking %,-6,-21,5,-56,-49,-15,-31,-64,-28,-34,-7,0,0,0,0
2,BREDASDORP - 29
Huidige jaar,955854,138,706528,40,62109,173,136507,82,10846,98,39865,167,164668,151632,57314
Vorige jaar,1003276,171,739069,45,76754,206,146225,274,7460,113,33768,156,151863,164639,53871
Afwyking,-47422,-33,-32541,-5,-14645,-33,-9718,-192,3385,-15,6097,11,12805,-13008,3444
Afwyking %,-5,-19,-4,-11,-19,-16,-7,-70,45,-13,18,7,8,-8,6
Doelwit,1070581,147,776021,38,85964,177,163770,325,8356,142,36469,0,0,0,0
Afwyking,-114727,-9,-69493,2,-23855,-4,-27263,-243,2489,-44,3395,167,164668,0,0
Afwyking %,-11,-6,-9,5,-28,-2,-17,-75,30,-31,9,0,0,0,0
3,WORCESTER - 273
Huidige jaar,833633,112,595945,34,106320,162,100881,100,9221,38,21266,17,24620,138022,58994
Vorige jaar,848916,164,634592,21,57968,224,123533,129,8135,50,24688,0,0,141875,23962
Afwyking,-15283,-52,-38647,13,48352,-62,-22652,-29,1086,-12,-3422,17,24620,-3853,35032
Afwyking %,-2,-32,-6,62,83,-28,-18,-22,13,-24,-14,0,0,-3,146
Doelwit,905378,230,666322,33,64924,274,138357,165,9112,49,26663,0,0,0,0
Afwyking,-71745,-118,-70377,1,41396,-112,-37476,-65,109,-11,-5397,17,24620,0,0
Afwyking %,-8,-51,-11,3,64,-41,-27,-39,1,-22,-20,0,0,0,0
4,ROBERTSON - 513
Huidige jaar,810369,111,525201,25,108304,110,163594,60,8198,58,5071,0,0,134886,46201
Vorige jaar,642730,97,419959,22,102812,104,115138,44,2993,40,1829,0,0,112724,70166
Afwyking,167638,14,105243,3,5492,6,48457,16,5205,18,3242,0,0,22161,-23965
Afwyking %,26,14,25,14,5,6,42,36,174,45,177,0,0,20,-34
Doelwit,691313,106,440958,14,115151,114,128957,82,3351,46,2897,0,0,0,0
Afwyking,119056,5,84243,11,-6847,-4,34637,-22,4847,12,2174,0,0,0,0
Afwyking %,17,5,19,79,-6,-4,27,-27,145,26,75,0,0,0,0
5,OUDTSHOORN - 162
Huidige jaar,602691,102,462399,3,10254,119,102908,78,8321,49,18809,0,0,104696,2624
Vorige jaar,1071434,298,864190,1,4859,312,179215,62,5512,45,17658,0,0,200507,31408
Afwyking,-468743,-196,-401791,2,5396,-193,-76307,16,2809,4,1151,0,0,-95810,-28784
Afwyking %,-44,-66,-46,200,111,-62,-43,26,51,9,7,0,0,-48,-92
Doelwit,1138805,153,907400,13,5442,164,200720,93,6173,36,19071,0,0,0,0
Afwyking,-536114,-51,-445001,-10,4812,-45,-97812,-15,2148,13,-262,0,0,0,0
Afwyking %,-47,-33,-49,-77,88,-27,-49,-16,35,36,-1,0,0,0,0
6,BEAUFORT WES - 27
Huidige jaar,596671,78,348917,18,105480,92,107132,223,13026,52,22116,98,114865,111999,19415
Vorige jaar,588536,90,358936,21,74569,105,115388,295,15189,62,24454,66,77938,121192,19014
Afwyking,8135,-12,-10019,-3,30911,-13,-8256,-72,-2163,-10,-2338,32,36928,-9193,401
Afwyking %,1,-13,-3,-14,41,-12,-7,-24,-14,-16,-10,48,47,-8,2
Doelwit,633056,77,376882,14,83517,92,129232,315,17014,37,26410,0,0,0,0
Afwyking,-36385,1,-27965,4,21963,0,-22101,-92,-3988,15,-4294,98,114865,0,0
Afwyking %,-6,1,-7,29,26,0,-17,-29,-23,41,-16,0,0,0,0
7,MOSSELBAAI - 617
Huidige jaar,496542,79,379361,3,8186,127,86140,68,4885,31,17970,57,72984,81490,11736
Vorige jaar,643790,97,458575,6,22258,138,136209,67,3890,34,22858,97,138701,96445,30325
Afwyking,-147248,-18,-79214,-3,-14072,-11,-50069,1,995,-3,-4888,-40,-65717,-14956,-18588
Afwyking %,-23,-19,-17,-50,-63,-8,-37,1,26,-9,-21,-41,-47,-16,-61
Doelwit,688029,93,481505,7,24928,134,152553,80,4357,24,24687,0,0,0,0
Afwyking,-191487,-14,-102144,-4,-16742,-7,-66413,-12,528,7,-6717,57,72984,0,0
Afwyking %,-28,-15,-21,-57,-67,-5,-44,-15,12,29,-27,0,0,0,0
8,CALEDON - 38
Huidige jaar,351335,65,255142,12,23124,78,63215,33,3404,16,6450,0,0,59940,31558
Vorige jaar,587550,103,411453,12,34234,130,124211,56,4873,28,12780,0,0,53493,27443
Afwyking,-236215,-38,-156310,0,-11110,-52,-60996,-23,-1468,-12,-6330,0,0,6447,4116
Afwyking %,-40,-37,-38,0,-32,-40,-49,-41,-30,-43,-50,0,0,12,15
Doelwit,628745,145,432027,20,38341,199,139117,62,5458,17,13802,0,0,0,0
Afwyking,-277410,-80,-176885,-8,-15217,-121,-75903,-29,-2053,-1,-7352,0,0,0,0
Afwyking %,-44,-55,-41,-40,-40,-61,-55,-47,-38,-6,-53,0,0,0,0
9,RIVERSDAL - 516
Huidige jaar,210927,44,155705,0,0,44,46518,23,2888,13,5817,44,43288,20964,11082
Vorige jaar,245030,50,166282,7,26531,61,45630,28,1609,29,4978,30,33440,43561,554
Afwyking,-34103,-6,-10577,-7,-26531,-17,887,-5,1279,-16,839,14,9847,-22597,10528
Afwyking %,-14,-12,-6,-100,-100,-28,2,-18,80,-55,17,47,29,-52,1901
Doelwit,262598,72,174595,4,29715,80,51108,21,1804,33,5376,0,0,0,0
Afwyking,-51671,-28,-18890,-4,-29715,-36,-4590,2,1083,-20,441,44,43288,0,0
Afwyking %,-20,-39,-11,-100,-100,-45,-9,10,60,-61,8,0,0,0,0
10,SWELLENDAM - 213
Huidige jaar,81960,16,60636,1,3280,19,14803,18,1082,5,2160,0,0,7173,-584
Vorige jaar,274989,48,160132,7,22137,73,89948,49,2589,3,183,0,0,45528,15884
Afwyking,-193028,-32,-99496,-6,-18857,-54,-75145,-31,-1507,2,1977,0,0,-38355,-16468
Afwyking %,-70,-67,-62,-86,-85,-74,-84,-63,-58,67,1080,0,0,-84,-104
Doelwit,296775,64,168140,12,24793,102,100744,57,2900,8,198,0,0,0,0
Afwyking,-214815,-48,-107503,-11,-21514,-83,-85941,-39,-1818,-3,1962,0,0,0,0
Afwyking %,-72,-75,-64,-92,-87,-81,-85,-68,-63,-38,992,0,0,0,0
Afwyking %,-72,-75,-64,-92,-87,-81,-85,-68,-63,-38,992,0,0,0,0
Huidige jaar,7312140,1205,5349073,150,482715,1504,1215287,916,88622,457,176443,895,1044213,1197812,419702
Vorige jaar,8262187,1673,5894336,165,518770,2011,1583741,1491,85285,518,180054,768,919737,1417217,435574
Afwyking,-950047,-468,-545262,-15,-36056,-507,-368455,-575,3338,-61,-3611,127,124475,-219405,-15872
Afwyking %,-11,-28,-9,-9,-7,-25,-23,-39,4,-12,-2,17,14,-15,-4
Doelwit,8834775,1669,6189058,187,581024,2016,1773790,1840,95524,538,195380,0,0,0,0
Afwyking,-1522635,-464,-839985,-37,-98309,-512,-558503,-924,-6901,-81,-18937,895,1044213,0,0
Afwyking %,-21,-28,-14,-20,-17,-25,-31,-50,-7,-15,-10,0,0,0,0
1,VANDERBIJLPARK - 251,Opgegradeer 19981999
Huidige jaar,5182195,567,3933425,34,113445,742,909842,475,73430,319,152053,250,390170,652979,163195
Vorige jaar,4839181,530,3600321,47,192291,679,828240,502,62750,344,155580,239,387614,585073,144414
Afwyking,343014,37,333105,-13,-78846,63,81601,-27,10680,-25,-3526,11,2557,67906,18781
Afwyking %,7,7,9,-28,-41,9,10,-5,17,-7,-2,5,1,12,13
Doelwit,5161637,565,3780337,72,215366,715,927629,371,70279,413,168026,0,0,0,0
Afwyking,20558,2,153088,-38,-101921,27,-17787,104,3151,-94,-15973,250,390170,0,0
Afwyking %,0,0,4,-53,-47,4,-2,28,4,-23,-10,0,0,0,0
2,VEREENIGING - 440
Huidige jaar,4983718,509,3649676,24,107507,612,951179,392,58400,276,216957,386,838957,754055,387695
Vorige jaar,5019506,496,3550885,47,235096,581,931395,305,25979,308,276151,382,755205,716184,267039
Afwyking,-35788,13,98791,-23,-127589,31,19783,87,32421,-32,-59194,4,83752,37871,120657
Afwyking %,-1,3,3,-49,-54,5,2,29,125,-10,-21,1,11,5,45
Doelwit,5362239,632,3728428,72,263309,773,1043162,532,29096,382,298243,0,0,0,0
Afwyking,-378521,-123,-78753,-48,-155802,-161,-91984,-140,29304,-106,-81286,386,838957,0,0
Afwyking %,-7,-19,-2,-67,-59,-21,-9,-26,101,-28,-27,0,0,0,0
3,SASOLBURG - 218,Opgegradeer 19981999
Huidige jaar,2379016,242,1557160,29,143485,282,482004,316,31622,183,164745,42,63463,304724,29819
Vorige jaar,1864784,214,1290060,28,91792,252,341989,363,28169,148,112774,57,97423,253786,25177
Afwyking,514231,28,267101,1,51693,30,140015,-47,3453,35,51971,-15,-33960,50938,4642
Afwyking %,28,13,21,4,56,12,41,-13,12,24,46,-26,-35,20,18
Doelwit,1993743,243,1354564,25,102806,282,383029,416,31548,157,121796,0,0,0,0
Afwyking,385273,-1,202596,4,40679,0,98975,-100,74,26,42949,42,63463,0,0
Afwyking %,19,0,15,16,40,0,26,-24,0,17,35,0,0,0,0
4,SPRINGS - 206
Huidige jaar,1498091,203,1085734,8,36176,199,316715,106,13822,70,45644,127,170996,209637,79917
Vorige jaar,1583258,214,1142727,18,62900,228,281251,241,26569,102,69812,230,376710,280316,147949
Afwyking,-85167,-11,-56993,-10,-26724,-29,35464,-135,-12747,-32,-24168,-103,-205714,-70680,-68032
Afwyking %,-5,-5,-5,-56,-42,-13,13,-56,-48,-31,-35,-45,-55,-25,-46
Doelwit,1690469,266,1199863,19,70448,299,315003,331,29757,149,75397,0,0,0,0
Afwyking,-192378,-63,-114129,-11,-34272,-100,1711,-225,-15935,-79,-29753,127,170996,0,0
Afwyking %,-11,-24,-10,-58,-49,-33,1,-68,-54,-53,-39,0,0,0,0
5,SECUNDA - 524
Huidige jaar,1364711,156,934739,32,116480,169,267846,167,24136,70,21510,12,18035,143951,21280
Vorige jaar,1356445,159,905769,33,88025,179,299950,230,22882,71,39819,32,69277,129492,22970
Afwyking,8266,-3,28970,-1,28455,-10,-32104,-63,1254,-1,-18309,-20,-51242,14459,-1690
Afwyking %,1,-2,3,-3,32,-6,-11,-27,5,-1,-46,-63,-74,11,-7
Doelwit,1454221,236,951056,35,98588,242,335943,270,25629,141,43005,0,0,0,0
Afwyking,-89510,-80,-16318,-3,17892,-73,-68097,-103,-1493,-71,-21495,12,18035,0,0
Afwyking %,-6,-34,-2,-9,18,-30,-20,-38,-6,-50,-50,0,0,0,0
6,PARYS - 170
Huidige jaar,1061161,128,763087,23,67101,153,186745,144,13307,68,30920,50,87074,168759,17923
Vorige jaar,892670,116,624437,23,100761,138,123519,203,13853,62,30100,86,160569,144655,36074
Afwyking,168490,12,138650,0,-33660,15,63226,-59,-546,6,820,-36,-73495,24104,-18151
Afwyking %,19,10,22,0,-33,11,51,-29,-4,10,3,-42,-46,17,-50
Doelwit,954877,138,655661,18,112851,161,138342,204,15514,70,32508,0,0,0,0
Afwyking,106284,-10,107426,5,-45750,-8,48403,-60,-2207,-2,-1588,50,87074,0,0
Afwyking %,11,-7,16,28,-41,-5,35,-29,-14,-3,-5,0,0,0,0
7,HEIDELBERG - 82
Huidige jaar,1029041,108,673133,22,99664,133,175145,157,11801,59,69297,59,86796,129654,34008
Vorige jaar,936620,100,592972,22,116507,112,154420,129,8741,54,63980,80,110485,129476,29052
Afwyking,92421,8,80161,0,-16843,21,20725,28,3060,5,5317,-21,-23689,179,4956
Afwyking %,10,8,14,0,-14,19,13,22,35,9,8,-26,-21,0,17
Doelwit,1004952,115,622622,22,130488,150,172952,239,9792,58,69098,0,0,0,0
Afwyking,24089,-7,50512,0,-30824,-17,2194,-82,2009,1,199,59,86796,0,0
Afwyking %,2,-6,8,0,-24,-11,1,-34,21,2,0,0,0,0,0
8,NIGEL - 152
